phase error in absolute resolution,track offset curve in absolute resolution,phase margin in absolute resolution,single turn position in degree,continuous single turn position in degree
31,16,15,13.974609375,13.974609375
31,16,15,13.88671875,13.88671875
27,16,11,13.7109375,13.7109375
24,16,8,13.55712890625,13.55712890625
26,16,10,13.51318359375,13.51318359375
22,16,6,13.33740234375,13.33740234375
19,16,3,13.20556640625,13.20556640625
20,16,4,13.1396484375,13.1396484375
21,16,5,13.07373046875,13.07373046875
20,16,4,12.9638671875,12.9638671875
19,16,3,12.85400390625,12.85400390625
21,16,5,12.81005859375,12.81005859375
20,16,4,12.7001953125,12.7001953125
24,16,8,12.7001953125,12.7001953125
21,16,5,12.568359375,12.568359375
21,16,5,12.48046875,12.48046875
21,16,5,12.392578125,12.392578125
23,16,7,12.3486328125,12.3486328125
18,16,2,12.15087890625,12.15087890625
20,16,4,12.10693359375,12.10693359375
20,16,4,12.01904296875,12.01904296875
22,16,6,11.9970703125,11.9970703125
28,16,12,12.041015625,12.041015625
29,16,13,11.97509765625,11.97509765625
30,16,14,11.9091796875,11.9091796875
29,16,13,11.79931640625,11.79931640625
29,16,13,11.71142578125,11.71142578125
27,16,11,11.57958984375,11.57958984375
23,16,7,11.42578125,11.42578125
22,16,6,11.31591796875,11.31591796875
19,12,7,11.162109375,11.162109375
17,12,5,11.0302734375,11.0302734375
14,12,2,10.87646484375,10.87646484375
11,12,-1,10.72265625,10.72265625
